age,occupation_type,income_range,urban_or_rural,credit_score,debt_to_income_ratio,premium_payment_delay_days,policy_lapse_count,annual_income,claim_amount,claim_amount_vs_income_ratio,total_previous_claims,high_value_claim_ratio,claim_frequency_last_3yrs,previous_claim_rejection_count,multi_policy_count,legal_dispute_count,previous_fraud_flag,identity_verification_score,document_mismatch_score,claim_submission_hour,geo_distance_from_registered_address,device_risk_score,IP_address_change_count,claim_submission_weekend_flag,fraud_label
54,salaried,medium,urban,631,0.59,9,0,551426,137991,0.25,2,0.22,0.9,3,3,0,0,0.73,0.62,18,2.0,0.0,2,1,0
67,business,high,urban,619,0.35,8,0,1180830,180497,0.15,2,0.08,0.6,1,3,0,0,0.85,0.46,11,0.0,0.54,1,0,0
25,salaried,medium,urban,608,0.49,4,1,744643,112700,0.15,2,0.17,0.6,1,5,0,0,0.81,0.16,14,4.8,0.0,0,1,0
36,self_employed,low,urban,694,0.5,4,4,307008,301664,0.98,4,0.23,0.7,1,2,0,0,0.94,0.33,6,132.8,0.38,0,0,1
36,salaried,medium,rural,770,0.05,5,0,542962,39871,0.07,4,0.39,0.0,0,4,0,0,0.99,0.4,5,217.0,0.0,1,1,0
34,business,medium,rural,645,0.32,4,0,669103,452199,0.68,2,0.14,1.8,1,1,1,0,1.0,0.75,21,0.0,0.13,1,0,1
47,self_employed,low,urban,704,0.48,1,0,150000,321829,2.15,1,0.23,0.8,1,5,0,0,0.77,0.48,22,104.0,0.14,2,0,1
62,salaried,low,urban,701,0.43,6,1,341902,125468,0.37,2,0.64,1.7,0,2,0,0,0.87,0.37,3,0.0,0.23,3,1,0
62,salaried,high,urban,684,0.44,7,0,1992982,255009,0.13,2,0.48,2.6,0,5,1,0,0.83,0.11,9,0.0,0.2,0,0,0
51,business,medium,urban,741,0.34,3,0,718353,326730,0.45,0,0.22,0.3,0,1,0,0,0.51,0.21,22,70.2,0.49,2,0,0
34,salaried,high,rural,753,0.45,13,1,1389731,147488,0.11,2,0.11,2.0,0,4,2,0,0.91,0.0,19,43.6,0.56,1,0,0
51,salaried,low,rural,777,0.4,4,1,307130,219473,0.71,3,0.21,0.4,2,5,0,0,0.8,0.21,10,0.0,0.73,2,1,0
34,business,medium,rural,744,0.51,4,0,450000,473502,1.05,2,0.21,0.6,1,1,1,1,0.73,0.0,16,133.4,0.27,1,0,0
44,self_employed,medium,urban,815,0.34,3,1,925704,56282,0.06,0,0.35,2.9,1,2,0,0,1.0,0.0,3,104.1,0.0,2,0,0
55,salaried,high,rural,571,0.27,3,1,1351272,317396,0.23,2,0.07,1.9,0,1,0,0,0.79,0.2,7,95.0,0.47,2,0,0
35,self_employed,medium,urban,662,0.54,4,0,828904,345807,0.42,2,0.13,0.7,1,2,1,0,0.93,0.25,12,16.8,0.21,1,0,0
40,self_employed,medium,urban,629,0.51,7,1,752912,92814,0.12,2,0.21,0.7,0,4,0,1,0.91,0.23,8,54.7,0.0,2,0,0
48,retired,medium,urban,617,0.54,2,1,647280,215362,0.33,5,0.07,1.7,1,5,1,0,0.87,0.18,1,78.7,0.29,0,1,0
58,salaried,medium,urban,710,0.83,6,1,794667,172832,0.22,0,0.26,0.7,0,4,0,0,0.91,0.07,14,110.4,0.52,0,0,0
47,salaried,low,urban,683,0.29,7,0,316479,270023,0.85,3,0.21,0.1,1,4,0,0,0.66,0.36,21,0.0,0.41,1,1,1
21,salaried,medium,rural,877,0.08,1,0,845432,116522,0.14,2,0.2,2.4,0,5,0,0,0.82,0.16,12,0.0,0.2,1,1,0
32,business,low,urban,598,0.66,7,0,365810,156482,0.43,6,0.45,1.7,0,5,0,0,0.8,0.58,7,108.4,0.15,1,1,0
59,self_employed,medium,rural,525,0.53,7,0,895498,292899,0.33,5,0.13,1.1,1,4,0,1,1.0,0.31,20,98.7,0.41,1,1,1
47,salaried,low,rural,784,0.4,7,0,338785,100992,0.3,1,0.42,1.0,0,2,0,0,1.0,0.63,17,0.0,0.46,3,0,0
56,salaried,high,rural,743,0.24,5,2,1945342,21686,0.01,3,0.19,1.7,3,4,0,0,0.99,0.13,14,8.6,0.46,1,0,0
51,self_employed,medium,urban,649,0.44,5,1,523423,143168,0.27,2,0.1,1.6,0,5,0,0,0.8,0.36,17,0.0,0.0,2,0,0
44,salaried,high,urban,640,0.37,6,0,1000000,156015,0.16,2,0.11,2.0,0,3,0,0,0.78,0.04,2,175.8,0.34,0,0,0
52,self_employed,low,urban,621,0.62,8,1,262265,270221,1.03,1,0.39,0.0,0,4,0,0,1.0,0.0,13,4.2,0.48,0,1,0
40,salaried,medium,urban,738,0.15,4,3,677338,190367,0.28,0,0.05,0.0,0,5,0,0,0.91,0.49,8,0.0,0.12,2,0,0
43,self_employed,medium,rural,856,0.86,3,0,597579,333583,0.56,1,0.14,1.6,2,1,0,0,1.0,0.2,19,0.0,0.41,2,1,0
69,salaried,low,rural,677,0.14,5,0,391808,173639,0.44,4,0.15,0.4,1,2,0,0,1.0,0.37,8,143.2,0.0,0,0,0
23,self_employed,medium,urban,575,0.23,8,0,698251,275432,0.39,4,0.29,1.9,0,5,0,0,0.61,0.48,16,21.0,0.34,0,0,0
36,business,low,rural,626,0.47,1,1,356515,217056,0.61,2,0.25,2.5,2,4,0,0,1.0,0.21,6,0.0,0.37,0,1,0
67,salaried,low,rural,583,0.2,6,2,306207,120655,0.39,1,0.53,0.8,1,4,0,0,0.83,0.37,3,150.4,0.0,2,1,0
22,salaried,medium,urban,651,0.06,5,2,668077,192416,0.29,1,0.35,1.1,0,4,1,0,0.86,0.42,11,65.1,0.15,1,0,0
57,self_employed,medium,urban,586,0.46,4,1,659180,216505,0.33,4,0.26,1.6,0,4,0,0,0.95,0.33,12,17.6,0.48,0,0,0
41,self_employed,medium,urban,697,0.39,3,0,1000000,378874,0.38,0,0.28,2.4,2,4,0,0,0.82,0.37,16,0.0,0.32,2,0,0
23,salaried,medium,rural,768,0.34,3,1,679206,185956,0.27,2,0.04,3.3,0,2,0,0,0.74,0.28,6,83.2,0.67,0,0,0
32,salaried,high,urban,647,0.2,4,0,1435248,428173,0.3,5,0.05,1.6,0,5,0,0,0.89,0.22,23,0.6,0.39,2,0,0
48,self_employed,low,rural,625,0.14,2,0,450000,300862,0.67,1,0.33,1.6,0,2,2,0,0.94,0.53,21,89.8,0.14,0,0,0
45,business,high,rural,725,0.28,3,0,1542682,146463,0.09,4,0.35,3.3,1,4,0,0,0.83,0.69,18,3.4,0.0,2,0,1
36,salaried,low,rural,611,0.43,8,0,351285,160208,0.46,2,0.22,1.9,1,2,0,0,0.67,0.39,20,0.0,0.31,1,1,0
32,salaried,medium,urban,595,0.39,7,3,862092,376582,0.44,0,0.2,0.8,0,2,0,0,0.76,0.01,7,0.0,0.02,1,0,0
41,salaried,low,rural,647,0.47,11,1,318126,5000,0.02,2,0.2,0.3,1,2,0,0,0.65,0.16,20,32.5,0.02,4,0,0
65,salaried,medium,rural,688,0.42,2,0,631353,102652,0.16,0,0.27,4.4,0,4,0,0,0.93,0.21,14,82.6,0.37,1,1,0
42,retired,high,urban,711,0.2,4,2,1666277,173988,0.1,3,0.24,0.0,0,1,1,0,0.93,0.02,7,92.7,0.45,3,0,0
39,self_employed,medium,rural,736,0.35,3,0,596580,272090,0.46,3,0.44,0.7,0,1,1,0,0.82,0.33,18,51.5,0.38,0,0,0
32,salaried,medium,urban,727,0.12,5,1,811847,223775,0.28,3,0.08,0.8,1,5,0,0,0.89,0.3,7,0.0,0.24,2,0,0
32,salaried,medium,urban,792,0.42,4,0,616258,365075,0.59,1,0.36,1.2,1,5,0,0,1.0,0.37,18,0.0,0.24,1,1,0
68,salaried,medium,urban,777,0.39,1,1,633432,80701,0.13,1,0.11,1.7,1,1,0,0,0.95,0.15,13,0.0,0.24,0,0,0
43,salaried,high,urban,739,0.48,8,0,1407061,136070,0.1,2,0.04,3.1,0,4,0,0,0.92,0.19,2,87.5,0.41,3,0,0
62,self_employed,high,rural,789,0.23,8,0,1277597,5000,0.0,1,0.48,2.9,0,4,0,0,0.93,0.55,2,116.4,0.51,0,0,1
55,self_employed,medium,urban,478,0.51,6,1,700614,233662,0.33,4,0.33,1.8,0,4,0,0,0.96,0.26,9,36.3,0.0,1,0,0
29,self_employed,high,urban,667,0.14,4,0,1283593,71846,0.06,2,0.53,2.3,3,1,0,0,0.81,0.4,7,14.1,0.48,2,0,0
41,salaried,high,rural,681,0.53,4,1,1377776,217168,0.16,1,0.21,0.3,0,5,0,0,0.83,0.0,16,1.9,0.0,1,0,0
37,self_employed,low,rural,662,0.34,4,1,333097,79582,0.24,1,0.35,0.2,0,2,0,0,0.72,0.0,18,0.0,0.3,2,1,0
22,self_employed,high,rural,670,0.35,3,1,1227096,65456,0.05,1,0.17,0.0,0,5,0,0,0.86,0.56,13,0.0,0.26,1,0,0
57,student,low,rural,688,0.32,4,0,311038,360166,1.16,0,0.08,3.4,2,1,0,0,0.5,0.66,22,88.7,0.36,2,0,1
31,salaried,medium,rural,746,0.65,5,0,673981,55372,0.08,0,0.22,2.1,1,4,0,0,0.86,0.0,2,27.2,0.49,1,0,0
41,salaried,high,rural,742,0.58,5,0,1730377,5000,0.0,3,0.23,2.1,1,3,0,0,0.8,0.3,23,61.0,0.34,0,1,0
25,retired,medium,urban,751,0.7,4,1,814999,5000,0.01,3,0.28,0.3,0,2,0,0,0.92,0.0,23,0.0,0.69,0,1,0
54,self_employed,low,rural,793,0.44,1,2,265222,244419,0.92,3,0.34,0.9,2,4,0,0,0.82,0.35,7,41.9,0.35,0,0,0
57,salaried,high,urban,764,0.58,7,0,1821708,5000,0.0,3,0.26,0.8,0,3,0,0,0.84,0.3,16,150.6,0.22,0,0,0
52,salaried,medium,urban,625,0.34,7,2,879809,5000,0.01,0,0.17,0.4,0,5,1,0,0.78,0.22,15,0.0,0.47,2,0,0
30,salaried,high,urban,634,0.46,4,1,1312346,122246,0.09,2,0.26,2.0,1,3,0,0,0.85,0.27,7,124.0,0.33,1,0,0
59,business,medium,rural,618,0.51,4,1,812205,5000,0.01,4,0.07,1.8,0,5,1,0,0.66,0.12,17,77.0,0.17,4,0,0
33,salaried,low,urban,655,0.29,4,1,296727,5000,0.02,1,0.26,1.0,2,3,0,0,0.96,0.18,20,32.9,0.56,0,0,0
22,retired,low,rural,766,0.6,7,1,287573,356643,1.24,2,0.62,0.9,2,2,0,0,0.78,0.27,1,33.7,0.3,2,0,0
43,self_employed,medium,rural,638,0.26,3,1,834821,325583,0.39,0,0.1,0.3,1,5,0,0,0.89,0.0,8,174.6,0.22,0,0,0
60,salaried,high,rural,719,0.51,11,1,1513209,198768,0.13,1,0.14,2.2,0,2,1,0,0.68,0.12,12,52.8,0.31,3,0,0
23,self_employed,high,urban,600,0.1,5,0,1722673,146930,0.09,2,0.2,0.0,1,4,0,0,0.86,0.19,0,0.0,0.26,0,0,0
41,self_employed,medium,rural,662,0.39,6,2,864049,590492,0.68,0,0.58,1.2,1,1,0,0,0.94,0.16,1,118.7,0.11,2,0,0
30,retired,low,rural,676,0.35,6,0,318135,67420,0.21,2,0.19,0.7,0,3,0,0,0.81,0.0,1,119.8,0.14,2,0,0
23,student,low,urban,818,0.47,9,0,280410,167415,0.6,1,0.35,1.2,0,3,0,1,0.75,0.19,18,83.1,0.28,4,0,0
35,retired,medium,urban,520,0.4,5,0,570978,310530,0.54,3,0.13,2.0,2,5,1,0,0.87,0.3,1,26.9,0.17,2,1,0
30,self_employed,low,urban,726,0.39,11,0,305403,342019,1.12,2,0.46,0.0,0,2,0,0,0.8,0.57,18,13.4,0.37,1,0,0
67,self_employed,high,urban,778,0.15,2,0,1056140,411751,0.39,0,0.27,2.1,1,4,0,0,0.82,0.58,12,115.0,0.47,1,1,0
29,self_employed,medium,urban,611,0.33,7,1,886432,345738,0.39,4,0.18,0.0,0,5,0,0,0.76,0.29,14,192.5,0.19,1,0,0
36,salaried,medium,rural,620,0.36,12,1,876934,151478,0.17,1,0.07,1.5,0,3,0,0,0.97,0.22,12,0.0,0.35,1,0,0
44,salaried,low,urban,591,0.07,5,1,261292,356829,1.37,1,0.23,2.1,1,3,0,0,1.0,0.52,16,0.0,0.47,0,1,1
40,salaried,medium,urban,776,0.36,3,1,726048,282111,0.39,2,0.23,1.2,0,4,0,0,0.75,0.03,13,57.6,0.48,2,0,0
50,business,low,urban,637,0.48,4,0,410109,243224,0.59,1,0.1,1.0,1,2,0,0,0.78,0.56,23,0.0,0.0,1,0,0
33,salaried,low,urban,794,0.4,4,1,365321,262195,0.72,1,0.05,2.4,0,1,0,0,0.71,0.22,21,0.0,0.56,2,1,0
21,business,high,urban,767,0.24,6,0,1694488,5000,0.0,2,0.24,1.5,0,5,0,1,0.87,0.63,3,0.0,0.58,0,0,1
24,salaried,medium,urban,724,0.53,3,0,761550,5000,0.01,3,0.27,0.5,1,3,0,0,1.0,0.28,6,29.7,0.27,0,0,0
27,salaried,low,urban,681,0.92,5,0,450000,343954,0.76,2,0.22,2.0,2,4,0,0,0.91,0.0,23,92.8,0.14,0,0,0
56,student,low,urban,622,0.52,5,1,207904,149396,0.72,2,0.4,2.2,1,5,0,0,0.84,0.0,18,38.3,0.44,0,1,0
41,salaried,medium,urban,728,0.46,4,0,623512,228275,0.37,1,0.21,0.0,1,4,0,0,0.88,0.17,8,0.0,0.13,0,1,0
50,business,medium,rural,648,0.16,8,1,1000000,103506,0.1,2,0.39,0.4,1,1,0,0,0.92,0.36,5,118.9,0.08,1,0,0
59,business,low,urban,758,0.47,7,1,340913,149411,0.44,1,0.22,1.3,1,5,0,0,0.8,0.38,2,0.0,0.7,1,0,0
47,salaried,high,rural,625,0.19,5,2,1790502,253987,0.14,0,0.63,0.0,0,1,0,1,0.87,0.02,11,1.3,0.2,4,1,0
69,salaried,high,rural,605,0.47,9,0,1782010,5000,0.0,1,0.44,1.1,0,3,1,0,0.82,0.0,22,101.9,0.78,1,0,0
46,salaried,low,rural,717,0.33,7,0,317411,214444,0.68,4,0.29,1.7,1,3,0,0,0.78,0.39,20,72.6,0.06,3,0,0
39,self_employed,low,urban,620,0.38,7,0,450000,43797,0.1,2,0.25,2.2,1,4,0,0,0.72,0.3,22,179.5,0.77,0,0,0
34,salaried,medium,urban,553,0.21,4,0,515257,44622,0.09,6,0.29,1.2,2,1,0,0,0.88,0.15,15,30.6,0.0,1,0,0
60,salaried,medium,urban,667,0.39,5,1,827163,48719,0.06,4,0.21,1.4,0,1,0,0,1.0,0.61,11,0.0,0.55,1,1,0
62,self_employed,medium,rural,792,0.3,5,2,603520,5000,0.01,1,0.23,1.6,0,5,0,0,0.96,0.56,11,2.3,0.18,1,0,0
51,salaried,high,urban,720,0.67,13,0,1396669,5000,0.0,0,0.15,0.8,1,1,0,0,1.0,0.0,8,153.0,0.72,0,0,0
27,salaried,low,rural,731,0.28,6,1,303805,9831,0.03,2,0.34,2.2,1,3,0,0,0.81,0.47,17,41.7,0.18,0,0,0
53,business,high,urban,676,0.73,4,0,1587758,236627,0.15,2,0.31,1.6,2,2,1,0,0.99,0.57,1,49.8,0.0,1,1,0
29,business,medium,rural,589,0.34,7,0,697977,134199,0.19,3,0.35,1.8,0,3,0,0,0.81,0.2,23,0.0,0.22,2,1,0
22,retired,medium,urban,843,0.62,2,1,597283,266550,0.45,1,0.39,1.6,0,3,0,0,0.97,0.0,8,7.6,0.39,0,1,0
56,student,high,urban,773,0.23,6,1,1755504,166909,0.1,5,0.2,0.0,0,3,0,1,0.83,0.59,0,0.0,0.86,2,1,1
27,self_employed,medium,urban,636,0.64,8,1,830346,135388,0.16,0,0.15,1.5,0,3,0,0,0.82,0.09,22,179.0,0.53,3,0,0
25,retired,low,rural,804,0.62,5,1,171937,169984,0.99,2,0.18,1.4,0,1,1,0,0.91,0.25,12,65.1,0.36,0,0,0
42,salaried,low,rural,698,0.52,8,0,435667,220171,0.51,4,0.39,1.7,1,5,0,1,0.71,0.0,8,0.0,0.45,0,0,0
54,self_employed,medium,urban,703,0.39,7,0,532943,5000,0.01,3,0.27,0.2,0,3,0,0,0.74,0.59,14,140.6,0.67,0,1,0
36,self_employed,medium,urban,683,0.27,7,0,949708,104821,0.11,4,0.16,1.7,0,2,0,0,0.88,0.45,2,33.5,0.68,1,0,0
34,salaried,medium,urban,640,0.29,0,1,645871,413518,0.64,3,0.39,2.8,0,2,1,0,0.91,0.08,17,117.4,0.29,2,0,0
29,salaried,low,urban,694,0.19,5,1,358858,5000,0.01,3,0.49,1.0,0,5,0,0,0.79,0.41,10,29.0,0.32,3,1,0
26,salaried,medium,urban,623,0.05,5,1,756734,114818,0.15,0,0.18,2.9,1,1,0,0,0.83,0.05,14,0.0,0.42,2,1,0
65,retired,medium,urban,531,0.33,4,0,1000000,268853,0.27,2,0.15,1.0,1,4,1,0,0.82,0.31,10,0.0,0.27,2,0,0
68,student,medium,urban,683,0.53,7,1,918802,409591,0.45,2,0.06,0.8,0,2,0,0,0.98,0.62,17,52.5,0.58,1,0,0
57,self_employed,medium,urban,642,0.22,4,0,855941,332027,0.39,0,0.4,2.7,0,1,0,0,0.82,0.59,2,83.5,0.0,2,1,0
61,salaried,medium,urban,711,0.31,2,0,781563,5000,0.01,3,0.43,2.9,3,3,0,0,1.0,0.43,19,0.0,0.44,1,0,0
22,retired,low,urban,647,0.34,2,2,417392,80346,0.19,1,0.1,1.4,0,1,0,0,0.7,0.47,6,85.9,0.32,0,1,0
57,salaried,low,urban,671,0.61,8,0,392047,395473,1.01,4,0.21,0.2,0,2,0,0,0.75,0.03,8,31.4,0.63,4,0,0
64,self_employed,low,urban,872,0.24,3,1,183588,118551,0.65,1,0.07,0.5,0,5,0,0,1.0,0.22,15,0.0,0.61,1,1,0
62,self_employed,low,urban,745,0.05,2,2,249903,353112,1.41,6,0.51,1.9,1,5,0,0,1.0,0.3,21,6.7,0.15,1,0,1
62,business,medium,urban,795,0.19,5,0,850499,15525,0.02,2,0.1,1.1,1,1,0,0,0.91,0.39,7,0.0,0.28,0,0,0
39,student,medium,rural,653,0.2,6,0,544671,273420,0.5,4,0.18,2.7,0,4,0,0,0.96,0.48,23,5.1,0.28,1,0,0
63,salaried,low,rural,682,0.49,3,1,205419,215580,1.05,2,0.34,1.8,1,4,0,0,0.85,0.2,23,132.6,0.47,1,1,0
64,salaried,medium,urban,622,0.09,1,2,835511,173618,0.21,2,0.26,2.3,1,3,0,0,0.72,0.2,3,21.4,0.32,0,0,0
37,self_employed,medium,rural,726,0.47,6,0,769519,187802,0.24,2,0.14,1.9,0,4,0,0,0.89,0.25,21,130.9,0.0,2,1,0
21,salaried,medium,urban,631,0.63,7,1,685323,331291,0.48,2,0.1,0.0,1,5,0,0,0.7,0.64,3,52.8,0.49,2,1,1
24,self_employed,medium,rural,779,0.43,5,3,671100,306018,0.46,1,0.19,2.3,0,2,0,0,0.91,0.0,19,131.0,0.48,1,0,0
57,salaried,medium,urban,866,0.35,7,1,691826,434822,0.63,1,0.19,2.0,1,1,0,0,0.99,0.02,20,59.4,1.0,1,1,0
50,student,low,urban,642,0.41,6,1,285526,205643,0.72,3,0.67,0.4,0,1,0,0,0.82,0.58,21,0.0,0.07,3,0,0
66,salaried,low,rural,688,0.41,5,1,321564,108935,0.34,3,0.59,0.0,2,4,0,0,0.74,0.01,23,0.0,0.4,2,0,0
50,self_employed,low,urban,671,0.57,5,1,257299,189673,0.74,2,0.28,1.3,0,3,0,0,0.89,0.27,10,54.8,0.74,2,1,0
49,salaried,low,rural,756,0.33,4,0,449319,261837,0.58,3,0.29,2.0,0,3,0,0,1.0,0.28,9,70.8,0.52,2,1,0
66,retired,medium,urban,688,0.23,5,1,826575,183044,0.22,5,0.3,1.7,1,1,0,0,0.64,0.09,19,38.3,0.21,1,0,0
41,student,high,urban,829,0.46,4,0,1455704,39728,0.03,3,0.16,0.5,0,5,1,0,1.0,0.17,14,148.9,0.6,0,0,0
23,salaried,low,urban,692,0.44,3,1,335746,122622,0.37,3,0.39,1.5,0,5,0,0,0.97,0.41,8,74.0,0.0,2,0,0
45,salaried,medium,urban,581,0.32,1,0,717487,14190,0.02,0,0.15,2.8,1,5,0,1,0.9,0.24,10,13.0,0.52,2,0,1
23,salaried,low,rural,699,0.07,5,3,266396,132850,0.5,3,0.25,0.8,0,1,0,0,0.88,0.66,1,136.4,0.27,2,0,0
31,self_employed,low,urban,634,0.32,5,0,299781,171902,0.57,1,0.05,1.5,0,4,0,0,0.95,0.44,9,0.0,0.32,3,0,0
59,salaried,medium,urban,600,0.6,3,1,780530,96127,0.12,2,0.29,2.6,0,4,0,0,0.72,0.12,12,40.5,0.25,2,0,0
66,self_employed,medium,urban,690,0.35,3,0,859159,253266,0.29,2,0.31,2.0,1,2,0,0,0.6,0.03,3,3.3,0.38,1,0,0
68,salaried,low,rural,722,0.41,4,1,335320,180214,0.54,2,0.32,3.1,1,4,1,0,0.95,0.08,22,219.3,0.53,1,1,0
57,salaried,low,urban,699,0.28,2,0,362010,5000,0.01,2,0.39,1.2,0,4,0,0,0.88,0.0,17,114.7,0.53,1,0,0
41,student,medium,urban,577,0.46,7,0,877593,54063,0.06,0,0.14,1.5,0,3,0,0,0.76,0.11,12,0.0,0.6,1,0,0
65,salaried,low,rural,635,0.36,2,0,366970,287673,0.78,3,0.27,0.6,0,1,0,0,1.0,0.5,10,41.7,0.92,1,0,0
68,self_employed,low,rural,709,0.27,3,0,329024,39666,0.12,3,0.29,2.5,0,3,0,0,0.74,0.23,14,88.5,0.28,2,0,0
34,self_employed,high,urban,644,0.68,5,0,1664720,5000,0.0,1,0.22,0.9,1,3,0,0,1.0,0.32,14,71.2,0.69,2,0,0
59,salaried,low,rural,802,0.44,4,0,370055,5000,0.01,1,0.44,2.0,1,5,0,0,0.82,0.43,2,71.9,0.44,0,0,0
62,salaried,low,rural,708,0.43,8,0,234278,128591,0.55,0,0.28,1.4,0,3,0,0,0.68,0.15,0,0.0,0.29,2,0,0
51,salaried,low,rural,543,0.59,4,0,226894,430401,1.9,3,0.5,0.0,0,3,0,0,0.99,0.02,20,49.8,0.0,1,0,0
60,salaried,medium,urban,681,0.43,4,0,984132,392168,0.4,4,0.32,2.0,0,5,0,1,0.93,0.32,7,77.9,0.31,0,0,0
47,salaried,medium,urban,628,0.42,8,1,728514,239581,0.33,0,0.41,1.0,0,2,0,0,0.9,0.22,23,0.0,0.68,1,0,0
37,business,high,urban,687,0.26,3,1,1554300,242645,0.16,0,0.37,3.4,2,5,0,0,0.75,0.12,7,92.0,0.38,2,1,0
44,self_employed,low,rural,742,0.05,9,0,353863,215663,0.61,2,0.13,0.0,1,4,0,1,0.91,0.23,7,0.0,0.53,2,1,0
55,retired,low,rural,538,0.54,5,1,447057,365376,0.82,2,0.06,3.2,2,1,0,0,0.76,0.0,18,116.6,0.46,0,0,0
39,salaried,medium,urban,596,0.45,3,1,564409,473381,0.84,4,0.1,1.1,0,3,0,0,0.85,0.21,5,42.8,0.27,1,1,0
54,salaried,low,rural,649,0.3,5,0,304938,230810,0.76,2,0.07,1.7,0,5,0,0,0.77,0.16,19,0.0,0.59,1,0,0
23,salaried,medium,rural,717,0.53,4,1,623509,268198,0.43,1,0.47,2.0,0,1,0,0,0.76,0.44,11,3.8,0.0,1,1,0
38,student,low,rural,787,0.35,5,0,218308,47590,0.22,4,0.52,2.4,0,5,0,0,0.91,0.32,15,0.0,0.49,2,1,0
51,self_employed,medium,urban,772,0.47,7,1,677509,410152,0.61,0,0.48,0.8,0,5,0,0,0.8,0.72,3,0.0,0.51,2,0,0
35,salaried,medium,urban,580,0.42,1,0,598195,44716,0.07,1,0.21,2.1,0,4,0,0,0.73,0.05,3,103.0,0.61,0,0,1
67,salaried,medium,rural,714,0.47,4,1,539943,106825,0.2,5,0.07,0.0,0,1,1,0,0.83,0.64,18,77.8,0.19,0,0,0
46,self_employed,medium,urban,705,0.34,6,1,973622,294397,0.3,5,0.15,2.7,1,3,0,0,0.7,0.08,18,62.7,0.23,0,1,0
61,salaried,medium,rural,667,0.32,5,0,796537,5000,0.01,5,0.18,0.0,0,1,1,0,0.8,0.7,21,78.5,0.36,1,0,0
65,self_employed,medium,urban,727,0.27,4,1,804423,147242,0.18,5,0.42,1.3,0,2,0,0,0.9,0.07,23,67.9,0.63,1,0,0
37,salaried,medium,urban,626,0.25,2,2,985695,58097,0.06,2,0.07,1.8,0,4,0,0,0.96,0.37,22,74.7,0.1,0,0,0
33,self_employed,low,urban,656,0.45,0,0,282414,114154,0.4,4,0.28,1.2,1,4,0,1,1.0,0.19,13,110.6,0.34,1,1,0
38,salaried,medium,urban,776,0.34,6,0,658081,153943,0.23,3,0.05,1.2,0,4,0,0,0.69,0.4,20,0.0,0.98,1,0,0
32,self_employed,low,urban,727,0.44,4,2,208044,5000,0.02,1,0.35,2.4,0,3,1,0,0.7,0.36,14,108.4,0.14,3,0,0
42,business,medium,rural,487,0.15,6,1,805148,125557,0.16,4,0.09,2.9,0,4,0,0,0.92,0.21,2,151.4,0.36,0,0,1
57,business,medium,rural,685,0.43,8,2,527588,127756,0.24,3,0.26,1.4,0,4,0,0,0.67,0.63,8,50.2,0.09,1,1,0
65,business,low,urban,602,0.4,4,1,447404,278539,0.62,2,0.1,1.4,0,5,0,0,0.83,0.33,21,73.5,0.36,1,0,0
31,student,low,urban,805,0.39,2,0,216231,185587,0.86,2,0.14,2.7,0,4,0,0,0.87,0.44,14,0.0,0.26,3,0,1
68,student,medium,urban,753,0.54,7,0,541675,253633,0.47,4,0.04,1.2,0,4,1,0,0.78,0.43,15,0.0,0.12,1,0,0
33,business,high,urban,659,0.34,5,1,1321143,42594,0.03,1,0.09,1.8,0,3,0,0,1.0,0.37,11,97.0,0.74,1,1,0
56,salaried,low,rural,754,0.32,10,1,329829,345003,1.05,1,0.12,0.9,0,3,0,0,1.0,0.27,2,72.2,0.0,2,0,0
45,student,medium,urban,636,0.37,9,0,833996,374181,0.45,0,0.21,0.0,0,1,0,0,1.0,0.07,1,126.0,0.43,1,0,0
39,self_employed,medium,urban,748,0.48,5,0,776226,230473,0.3,1,0.01,2.0,1,5,0,0,0.81,0.11,11,85.0,0.15,1,0,0
21,salaried,medium,urban,704,0.27,4,1,771097,93352,0.12,2,0.32,0.7,2,5,0,0,0.85,0.04,1,56.3,0.34,1,0,0
34,business,low,urban,735,0.3,6,0,292833,118837,0.41,2,0.25,1.1,0,3,0,0,0.96,0.34,23,94.3,0.25,2,0,0
22,business,high,rural,568,0.48,6,2,1294822,192112,0.15,1,0.18,1.3,2,2,0,0,0.7,0.45,19,13.0,0.0,2,0,0
25,salaried,low,urban,704,0.46,9,3,355981,319718,0.9,1,0.34,0.2,0,3,0,0,0.87,0.18,1,43.9,0.49,2,0,1
69,business,medium,urban,620,0.37,4,2,870703,43132,0.05,1,0.38,2.2,0,3,0,0,0.92,0.07,17,3.9,0.48,0,0,0
27,salaried,low,rural,645,0.07,8,0,409806,72631,0.18,2,0.15,2.2,0,5,0,0,0.89,0.27,8,115.6,0.51,3,1,0
47,salaried,low,rural,656,0.29,4,0,406044,297826,0.73,2,0.17,2.5,0,4,0,0,1.0,0.21,7,106.4,0.03,1,0,0
51,salaried,low,urban,658,0.36,5,1,283644,416954,1.47,3,0.29,0.3,1,5,0,0,0.84,0.49,16,0.0,0.0,0,0,0
61,salaried,high,rural,645,0.32,6,1,1300859,153291,0.12,3,0.03,1.0,2,1,1,0,0.83,0.12,1,89.9,0.0,0,0,0
36,student,medium,urban,684,0.15,5,0,567595,138468,0.24,3,0.09,2.0,0,3,1,0,1.0,0.29,4,80.8,0.12,1,0,0
44,student,low,rural,697,0.23,3,1,359880,266151,0.74,3,0.18,0.0,0,3,1,0,0.8,0.39,22,128.0,0.41,1,0,0
