age,occupation_type,income_range,urban_or_rural,credit_score,debt_to_income_ratio,premium_payment_delay_days,policy_lapse_count,annual_income,claim_amount,claim_amount_vs_income_ratio,total_previous_claims,high_value_claim_ratio,claim_frequency_last_3yrs,previous_claim_rejection_count,multi_policy_count,legal_dispute_count,previous_fraud_flag,identity_verification_score,document_mismatch_score,claim_submission_hour,geo_distance_from_registered_address,device_risk_score,IP_address_change_count,claim_submission_weekend_flag,fraud_label
46,retired,medium,rural,629,0.26,4,0,754779,204322,0.27,1,0.11,1.0,2,2,0,0,0.8,0.21,10,33.0,0.2,0,0,0
43,salaried,low,urban,608,0.26,3,1,305238,355068,1.16,0,0.37,1.4,0,4,0,0,0.9,0.0,5,0.0,0.62,1,0,0
64,salaried,medium,urban,669,0.46,7,0,784557,156654,0.2,0,0.03,1.7,0,4,0,0,0.86,0.22,8,59.1,0.48,1,0,0
59,salaried,high,rural,705,0.56,6,0,1400156,344353,0.25,1,0.23,1.7,0,1,0,0,0.83,0.46,12,129.1,0.41,1,0,0
35,salaried,low,rural,637,0.24,11,0,206746,282822,1.37,1,0.25,0.9,0,1,0,0,1.0,0.32,17,71.2,0.37,1,0,1
69,salaried,low,urban,763,0.17,10,1,390984,161426,0.41,4,0.5,0.5,0,4,0,0,0.71,0.03,14,47.6,0.0,2,0,0
24,self_employed,low,urban,852,0.34,7,1,355922,273521,0.77,3,0.06,0.0,0,2,0,0,0.79,0.33,17,113.6,0.33,5,0,0
49,salaried,low,urban,708,0.42,10,2,311692,270449,0.87,2,0.03,0.9,1,2,0,0,0.79,0.25,0,30.0,0.17,1,0,0
42,salaried,high,urban,677,0.24,4,0,1340514,295239,0.22,1,0.28,1.8,0,2,0,0,0.93,0.22,23,104.8,0.33,3,1,0
45,business,high,urban,616,0.6,6,1,1435652,5000,0.0,3,0.18,2.9,0,2,0,0,0.85,0.1,22,0.0,0.24,1,0,0
33,salaried,medium,rural,705,0.33,4,0,690459,54056,0.08,3,0.08,2.0,0,4,1,0,0.77,0.18,4,74.8,0.0,3,1,0
38,salaried,low,urban,783,0.24,8,2,305816,152103,0.5,4,0.12,1.3,0,3,0,0,0.83,0.2,21,68.5,0.29,1,0,0
53,salaried,medium,urban,816,0.64,8,2,651531,216030,0.33,1,0.23,1.2,0,3,1,0,0.89,0.2,17,0.2,0.0,0,0,0
36,retired,medium,urban,777,0.54,6,1,825896,257546,0.31,2,0.18,0.7,0,4,1,0,0.87,0.28,15,0.0,0.56,4,1,0
65,salaried,high,urban,739,0.24,9,0,1600366,133649,0.08,3,0.35,0.1,1,1,0,0,0.77,0.62,23,0.0,0.42,2,0,0
62,student,medium,urban,708,0.51,2,1,735491,280639,0.38,4,0.22,2.0,0,1,0,0,0.59,0.5,14,2.8,0.13,0,0,0
64,business,low,rural,606,0.25,4,1,351707,5000,0.01,4,0.11,2.3,1,3,0,0,0.75,0.28,15,115.5,0.15,0,1,0
22,salaried,medium,urban,673,0.47,2,0,657007,17096,0.03,0,0.64,0.1,1,2,0,0,0.89,0.42,5,49.8,0.0,0,0,0
55,retired,high,urban,664,0.62,5,1,1538513,120579,0.08,3,0.39,2.3,1,2,0,0,0.98,0.14,20,23.6,0.32,2,0,0
62,salaried,medium,urban,673,0.17,10,0,765082,432014,0.56,4,0.16,1.4,1,2,1,0,0.88,0.01,15,0.0,0.17,1,0,0
54,salaried,medium,urban,629,0.27,8,2,815088,291222,0.36,2,0.12,1.9,0,4,0,0,0.78,0.63,0,91.7,0.72,1,0,1
50,business,low,urban,733,0.27,2,2,218812,134490,0.61,1,0.42,2.8,1,3,0,0,0.89,0.23,10,97.6,0.32,0,1,0
33,business,medium,rural,660,0.39,4,1,520588,383039,0.74,1,0.16,0.1,0,4,1,0,0.98,0.38,0,80.3,0.6,1,0,0
33,self_employed,medium,urban,655,0.42,4,1,640649,63993,0.1,3,0.27,0.3,0,3,0,0,0.92,0.24,0,0.0,0.28,3,1,0
38,salaried,low,rural,629,0.34,2,0,315294,93262,0.3,1,0.07,1.0,0,4,0,0,1.0,0.45,9,45.3,0.61,0,0,0
52,self_employed,medium,urban,696,0.1,6,0,644920,213902,0.33,2,0.2,0.4,0,1,0,0,0.77,0.71,5,59.5,0.11,0,0,0
52,business,low,urban,784,0.17,7,0,347814,194622,0.56,0,0.04,0.6,0,4,0,0,0.73,0.11,8,49.8,0.44,3,0,0
55,salaried,low,rural,679,0.22,4,0,296664,230113,0.78,1,0.22,2.0,0,1,0,0,1.0,0.38,12,0.0,0.2,0,0,0
59,salaried,low,urban,699,0.43,3,0,413702,138450,0.33,2,0.23,1.4,0,4,0,0,0.94,0.18,23,62.3,0.62,1,0,0
66,salaried,low,urban,815,0.14,5,0,322632,263495,0.82,1,0.23,1.4,0,1,0,0,1.0,0.25,5,0.0,0.1,2,0,0
49,salaried,medium,urban,764,0.21,7,0,881434,196089,0.22,2,0.04,1.3,0,4,0,1,0.89,0.02,8,138.5,0.18,1,0,0
69,student,low,urban,721,0.18,1,0,219699,327472,1.49,1,0.14,0.7,2,3,0,0,0.62,0.21,0,0.0,0.41,3,0,0
49,salaried,low,rural,718,0.4,7,1,319954,278063,0.87,3,0.23,1.4,1,3,0,0,0.77,0.15,14,122.2,0.14,1,0,0
64,retired,high,rural,637,0.52,8,0,1691170,101337,0.06,0,0.23,1.1,0,3,0,0,0.84,0.49,5,29.8,0.53,1,1,0
36,salaried,medium,rural,630,0.37,3,1,555232,39049,0.07,4,0.29,2.0,0,2,0,0,0.75,0.15,3,38.2,0.44,1,1,0
64,business,medium,urban,689,0.65,4,0,619391,309198,0.5,3,0.11,1.8,0,4,0,0,0.9,0.24,7,46.0,0.92,0,0,0
67,salaried,medium,urban,691,0.37,7,0,481786,48439,0.1,2,0.5,1.6,0,1,0,0,0.78,0.46,17,33.7,0.64,0,0,0
30,salaried,medium,rural,620,0.34,6,2,889835,307415,0.35,1,0.11,1.3,2,1,0,0,0.69,0.41,6,0.0,0.4,2,1,0
50,salaried,low,rural,729,0.23,8,1,381440,148559,0.39,3,0.34,0.9,0,1,0,0,0.97,0.52,9,21.1,0.17,2,0,0
45,salaried,high,urban,660,0.38,1,0,1804580,255552,0.14,4,0.09,0.2,1,2,0,1,0.92,0.45,17,13.1,0.47,3,0,0
59,self_employed,low,urban,758,0.23,8,0,362860,106555,0.29,5,0.16,3.9,1,3,1,0,0.77,0.34,3,0.0,0.25,1,0,0
40,retired,medium,rural,676,0.2,9,1,630416,236688,0.38,4,0.41,1.2,1,1,0,0,0.79,0.23,8,0.0,0.77,0,0,0
25,self_employed,low,urban,669,0.2,4,2,307500,318861,1.04,0,0.31,1.9,0,4,0,0,0.79,0.21,10,37.3,0.29,1,0,1
21,salaried,medium,urban,614,0.32,4,2,831200,127690,0.15,4,0.23,2.0,0,4,0,0,0.95,0.26,7,0.0,0.0,1,0,0
50,salaried,medium,rural,622,0.27,2,0,630765,73832,0.12,2,0.23,1.2,1,1,0,0,0.94,0.07,17,32.3,0.31,1,0,0
69,salaried,medium,urban,772,0.75,4,2,641672,84878,0.13,2,0.35,1.1,0,2,0,0,0.77,0.17,14,32.7,0.38,0,0,0
23,self_employed,low,urban,698,0.38,4,0,363249,5000,0.01,2,0.67,0.7,0,1,0,0,0.81,0.33,4,25.2,0.33,1,0,1
65,business,medium,rural,707,0.38,2,2,740880,79079,0.11,1,0.1,0.0,1,2,0,0,1.0,0.0,3,0.1,0.53,2,1,0
34,retired,high,urban,792,0.27,7,1,1443423,327837,0.23,0,0.17,2.9,0,4,0,0,0.9,0.0,10,30.7,0.02,0,1,0
50,salaried,high,rural,587,0.81,7,0,1348708,5000,0.0,0,0.33,0.8,0,1,0,0,0.91,0.0,7,31.0,0.33,0,0,0
24,self_employed,low,urban,726,0.21,4,0,303104,116609,0.38,2,0.54,0.3,1,2,1,0,1.0,0.0,1,0.0,0.04,0,0,0
38,self_employed,medium,urban,568,0.28,6,0,742453,197679,0.27,2,0.46,2.6,0,3,0,0,0.89,0.19,2,46.5,0.0,1,0,0
57,self_employed,high,urban,649,0.5,6,1,1450125,194895,0.13,1,0.16,1.0,1,2,0,0,0.81,0.22,19,105.3,0.2,1,0,0
45,self_employed,medium,rural,599,0.38,3,0,721159,80460,0.11,1,0.26,1.4,1,3,0,0,0.81,0.06,6,0.0,0.08,2,0,0
68,self_employed,medium,urban,740,0.16,5,0,609306,337858,0.55,2,0.23,0.8,0,1,0,0,0.8,0.07,17,69.1,0.68,1,0,0
21,self_employed,high,urban,547,0.35,11,0,1467158,271453,0.19,3,0.19,0.0,1,3,0,0,0.97,0.03,11,0.0,0.33,1,0,0
66,salaried,high,urban,663,0.45,7,1,2005469,64429,0.03,2,0.41,1.3,0,1,0,1,0.94,0.29,23,36.2,0.32,2,1,0
35,business,medium,urban,598,0.43,6,0,586286,162536,0.28,6,0.23,1.2,1,1,0,0,0.91,0.19,21,0.0,0.35,1,0,0
29,salaried,medium,urban,620,0.45,0,1,766842,109063,0.14,2,0.24,0.9,0,3,0,0,0.88,0.28,6,0.0,0.37,0,0,0
35,self_employed,low,urban,630,0.68,10,1,299565,238401,0.8,1,0.33,2.2,0,1,0,0,0.94,0.18,3,21.5,0.73,2,0,0
69,salaried,medium,urban,772,0.39,6,0,515198,357667,0.69,4,0.22,1.9,1,1,0,0,0.71,0.16,0,47.8,0.05,4,0,0
44,self_employed,low,urban,656,0.47,6,0,295671,240346,0.81,7,0.1,2.5,1,3,0,0,0.85,0.28,15,45.2,0.0,1,0,0
24,student,low,rural,800,0.05,3,1,302687,373539,1.23,4,0.11,0.3,0,1,0,0,0.82,0.31,1,0.0,0.2,0,0,0
32,student,medium,rural,815,0.63,7,0,646656,167543,0.26,1,0.17,1.8,0,3,0,0,0.69,0.49,5,0.0,0.25,2,0,0
57,business,low,urban,827,0.36,6,1,234317,5000,0.02,0,0.48,3.1,0,3,0,0,0.94,0.38,0,73.4,0.36,0,1,0
57,self_employed,medium,urban,675,0.22,1,0,805459,93252,0.12,0,0.14,1.8,0,1,0,0,0.86,0.57,6,0.0,0.72,0,0,0
63,business,medium,rural,694,0.32,5,1,726746,267858,0.37,2,0.55,1.8,0,2,1,0,0.89,0.09,7,49.9,0.43,3,0,0
26,self_employed,medium,rural,706,0.45,4,2,830745,171729,0.21,2,0.32,1.3,0,4,0,0,0.86,0.04,7,0.0,0.34,1,1,0
59,student,medium,urban,654,0.51,3,4,812312,193984,0.24,1,0.47,1.9,0,4,0,0,0.74,0.15,1,2.8,0.5,0,0,0
66,salaried,high,rural,709,0.34,5,2,1043540,127252,0.12,5,0.23,0.4,2,4,0,0,0.69,0.39,10,0.0,0.14,2,0,0
44,retired,low,urban,614,0.44,5,1,290057,114093,0.39,0,0.32,0.7,0,3,0,0,0.65,0.12,12,49.3,0.0,2,0,0
31,retired,medium,urban,548,0.31,5,2,651698,318322,0.49,0,0.49,0.4,0,1,0,0,0.77,0.48,19,20.3,0.09,1,0,0
33,business,high,urban,729,0.42,5,0,1364970,403821,0.3,3,0.05,0.8,0,1,0,0,0.87,0.01,8,5.0,0.34,3,0,0
54,salaried,medium,rural,655,0.38,0,0,750392,123488,0.16,5,0.38,1.2,1,2,0,0,1.0,0.03,5,100.9,0.89,1,0,0
45,salaried,medium,urban,611,0.4,0,2,849485,104505,0.12,1,0.2,2.6,1,3,0,0,0.61,0.26,22,0.0,0.29,1,0,0
27,student,high,rural,620,0.3,9,1,1626951,283581,0.17,0,0.32,2.2,0,2,0,0,0.6,0.64,20,81.3,0.5,1,0,0
24,salaried,low,urban,786,0.41,6,0,268491,367723,1.37,3,0.38,0.3,0,3,0,0,0.78,0.36,15,51.0,0.71,2,0,0
28,student,medium,urban,712,0.23,6,1,656849,313225,0.48,2,0.34,0.4,0,1,0,0,0.93,0.37,3,117.6,0.55,0,0,0
40,self_employed,medium,urban,573,0.38,1,0,591715,413429,0.7,4,0.46,0.7,1,3,0,0,0.91,0.07,22,124.7,0.5,0,0,0
49,salaried,low,rural,596,0.25,7,1,235310,319860,1.36,2,0.22,0.6,0,1,0,0,0.83,0.18,23,0.5,0.44,2,0,1
65,student,high,urban,659,0.2,5,1,1655365,279097,0.17,2,0.16,2.2,0,4,0,0,0.61,0.32,21,75.9,0.08,1,0,0
66,self_employed,high,urban,713,0.24,6,2,1205958,332431,0.28,2,0.27,2.7,1,1,0,0,0.66,0.0,0,166.8,0.52,1,0,0
30,self_employed,medium,urban,624,0.32,6,0,600516,235406,0.39,4,0.84,0.1,0,2,1,0,0.98,0.2,21,66.5,0.53,3,0,0
63,self_employed,low,rural,667,0.27,6,1,373467,196958,0.53,1,0.32,1.4,0,4,0,0,0.89,0.53,6,18.1,0.0,0,1,0
54,salaried,low,urban,688,0.41,2,0,270346,251476,0.93,2,0.27,1.0,0,4,0,0,0.96,0.5,15,0.0,0.37,3,0,1
46,business,medium,urban,689,0.36,3,0,873963,245621,0.28,1,0.17,0.0,0,1,0,0,0.95,0.68,3,0.0,0.24,0,1,1
61,salaried,low,urban,512,0.5,4,4,339107,102547,0.3,2,0.21,0.6,0,4,0,0,1.0,0.19,13,0.0,0.09,4,0,0
69,retired,medium,rural,695,0.34,5,1,526222,246227,0.47,1,0.16,1.1,0,4,0,0,0.8,0.0,13,169.3,0.35,1,0,0
23,student,medium,rural,558,0.38,3,0,667209,203037,0.3,3,0.38,0.2,1,2,0,0,0.81,0.17,14,37.3,0.22,1,0,0
26,salaried,medium,rural,659,0.63,6,0,897312,242439,0.27,1,0.1,0.7,2,4,0,0,0.89,0.28,16,49.7,0.72,0,1,0
25,business,medium,urban,644,0.28,6,0,450000,186974,0.42,4,0.36,1.9,0,3,0,0,0.99,0.42,6,3.5,0.35,0,0,0
25,self_employed,medium,urban,604,0.31,4,1,490880,232381,0.47,2,0.4,1.3,0,3,0,0,0.65,0.29,2,66.2,0.0,2,0,0
67,salaried,low,rural,739,0.53,6,0,263198,220655,0.84,0,0.6,2.0,0,4,0,0,0.78,0.35,21,31.5,0.69,1,0,0
43,retired,low,urban,601,0.21,6,1,383747,49592,0.13,2,0.46,0.2,1,1,0,0,0.83,0.17,21,0.0,0.0,1,0,0
69,salaried,medium,urban,643,0.55,9,0,575007,98121,0.17,3,0.06,0.0,0,2,0,0,0.86,0.18,2,0.0,0.91,0,1,1
29,salaried,medium,urban,741,0.31,2,1,720557,5780,0.01,2,0.08,1.7,0,2,0,0,0.93,0.11,17,0.0,0.37,0,0,0
55,self_employed,medium,rural,641,0.23,4,1,693026,352021,0.51,4,0.13,1.9,1,4,0,0,1.0,0.0,20,8.5,0.12,1,0,0
40,self_employed,medium,urban,626,0.49,2,0,843401,179624,0.21,8,0.42,0.0,0,1,0,0,0.95,0.16,2,13.3,0.48,1,0,0
69,self_employed,high,urban,661,0.31,5,1,1565751,220566,0.14,1,0.05,0.7,0,2,0,0,0.86,0.32,18,69.4,0.36,3,0,0
62,business,low,rural,717,0.62,4,0,237356,179631,0.76,3,0.06,2.3,0,3,0,0,0.87,0.37,23,116.1,0.03,2,1,0
55,self_employed,low,urban,781,0.36,6,0,265403,60078,0.23,3,0.21,1.2,0,4,0,0,0.86,0.33,3,0.0,0.18,1,0,0
38,self_employed,low,urban,614,0.36,4,0,195809,159970,0.82,0,0.14,0.2,2,4,0,1,1.0,0.29,20,6.8,0.69,2,0,1
37,salaried,medium,rural,620,0.26,4,0,601736,181418,0.3,2,0.17,0.0,0,4,0,0,0.95,0.17,15,139.2,0.43,0,0,0
44,salaried,medium,rural,660,0.33,5,0,912607,5000,0.01,2,0.23,1.7,0,2,0,0,0.73,0.55,23,115.5,0.01,1,1,0
23,salaried,high,rural,696,0.31,3,0,1321122,241806,0.18,0,0.04,1.5,2,4,0,1,0.83,0.28,16,0.0,0.57,0,0,1
52,salaried,medium,rural,626,0.55,7,1,850791,222535,0.26,2,0.46,2.8,0,3,0,0,0.76,0.21,6,127.6,0.46,2,0,0
55,self_employed,high,urban,728,0.39,7,0,1813858,138945,0.08,2,0.03,0.0,2,2,0,0,0.98,0.4,4,0.0,0.0,1,1,0
58,salaried,high,rural,615,0.46,6,2,1346830,355836,0.26,1,0.22,0.4,0,3,1,0,0.65,0.56,14,15.4,0.59,0,1,0
33,salaried,low,urban,546,0.36,4,0,329139,227268,0.69,1,0.17,2.0,0,1,1,0,0.78,0.42,14,70.7,0.65,2,0,0
67,salaried,medium,rural,717,0.29,6,0,642223,288513,0.45,2,0.64,0.6,0,3,0,0,0.79,0.41,1,5.6,0.17,2,0,0
45,retired,medium,rural,725,0.41,2,0,793448,227311,0.29,2,0.09,0.0,1,4,0,0,0.8,0.19,17,0.0,0.43,0,0,0
29,retired,low,urban,753,0.59,5,0,260609,228923,0.88,1,0.1,1.2,1,4,1,0,0.75,0.58,23,1.0,0.81,3,0,0
24,self_employed,medium,rural,540,0.19,4,0,883794,5000,0.01,1,0.26,0.4,1,3,0,0,0.82,0.53,9,101.4,0.11,0,0,0
34,student,medium,rural,633,0.41,11,0,776586,117313,0.15,1,0.14,2.0,0,3,0,0,0.97,0.28,19,0.0,0.68,0,0,0
57,business,low,urban,662,0.57,5,0,366136,167988,0.46,5,0.17,0.7,0,1,0,0,0.89,0.26,13,17.1,0.64,1,1,0
54,self_employed,medium,rural,802,0.23,3,0,681691,48317,0.07,3,0.08,1.6,0,4,0,1,0.91,0.41,1,36.1,0.05,0,0,1
31,salaried,medium,urban,668,0.49,3,1,889740,150400,0.17,3,0.08,1.9,0,1,1,0,0.96,0.26,9,0.0,0.0,2,0,0
61,business,low,urban,585,0.49,2,0,308129,290299,0.94,1,0.49,1.4,0,2,0,0,0.94,0.64,7,45.8,0.16,1,0,1
23,business,medium,urban,700,0.16,7,0,878296,181382,0.21,2,0.26,3.9,1,1,0,0,0.64,0.53,11,95.7,0.05,4,0,0
48,self_employed,low,urban,771,0.52,4,0,364644,22423,0.06,2,0.19,1.4,0,3,0,0,0.85,0.17,14,33.9,0.12,1,0,0
49,business,medium,rural,756,0.26,3,2,796425,237969,0.3,0,0.15,2.7,0,4,0,0,0.85,0.21,21,8.3,0.51,1,0,0
29,self_employed,low,rural,719,0.4,6,0,299789,5000,0.02,5,0.41,0.4,1,4,1,0,0.69,0.02,8,0.0,0.47,2,0,0
23,business,high,urban,698,0.5,2,1,1058105,251044,0.24,2,0.52,1.2,1,3,0,0,1.0,0.58,20,10.3,0.48,1,0,0
45,retired,medium,urban,521,0.53,7,1,949483,117340,0.12,0,0.36,2.2,0,4,0,0,0.71,0.39,16,23.0,0.22,2,1,0
54,salaried,low,urban,681,0.12,4,1,300866,407889,1.36,0,0.38,1.1,1,1,0,0,0.79,0.0,2,0.0,1.0,3,1,1
32,business,medium,rural,692,0.62,5,0,890918,5970,0.01,3,0.04,1.6,1,4,0,0,0.83,0.16,4,0.0,0.72,0,0,0
62,self_employed,medium,urban,668,0.56,9,0,722154,175986,0.24,2,0.13,2.4,2,2,2,0,0.96,0.0,9,0.0,0.37,0,0,0
29,self_employed,medium,rural,729,0.51,4,1,603460,46872,0.08,3,0.17,1.5,0,3,0,0,0.82,0.3,4,0.0,0.47,3,0,0
35,business,medium,rural,667,0.4,4,1,665755,134970,0.2,1,0.25,0.0,0,3,0,0,0.75,0.15,22,42.1,0.37,0,0,0
60,salaried,medium,urban,654,0.28,6,1,495056,440306,0.89,2,0.14,1.3,0,3,0,0,1.0,0.18,4,67.1,0.37,0,1,1
45,self_employed,low,rural,752,0.19,1,1,299080,132658,0.44,1,0.25,1.8,0,2,0,0,0.89,0.52,8,5.4,0.52,2,0,0
25,salaried,low,rural,651,0.11,6,1,258087,36135,0.14,2,0.17,1.5,0,4,0,1,0.68,0.31,23,13.2,0.29,2,0,0
31,self_employed,medium,rural,684,0.45,5,1,983782,255427,0.26,4,0.27,0.7,1,1,1,0,0.87,0.3,4,79.1,0.16,1,1,0
54,self_employed,medium,urban,742,0.51,5,0,746339,137142,0.18,3,0.22,0.2,0,3,0,0,0.93,0.18,21,28.3,0.38,0,0,0
44,business,medium,urban,609,0.34,6,2,871707,136756,0.16,1,0.62,0.6,0,3,0,0,0.89,0.24,22,81.1,0.19,2,0,0
35,salaried,high,rural,601,0.28,7,2,1313864,139069,0.11,2,0.14,1.9,0,4,0,0,0.93,0.36,22,0.0,0.23,0,1,0
58,self_employed,medium,urban,775,0.36,5,1,678166,139603,0.21,3,0.12,1.3,0,1,0,0,0.89,0.57,13,40.3,0.0,0,1,0
28,salaried,medium,urban,638,0.25,6,1,738192,319074,0.43,1,0.3,1.2,0,2,0,0,0.77,0.29,8,87.3,0.41,2,1,0
25,student,low,urban,728,0.35,6,0,330303,5000,0.02,1,0.41,1.5,0,1,0,0,0.65,0.16,18,182.0,0.38,2,1,0
68,student,low,urban,555,0.25,5,0,266837,187850,0.7,1,0.17,1.0,1,1,0,0,1.0,0.31,20,114.9,0.36,1,0,0
46,retired,high,urban,504,0.44,6,2,1041093,211755,0.2,0,0.29,2.1,1,2,0,0,0.84,0.27,22,6.7,0.22,1,0,0
38,business,medium,urban,705,0.54,4,0,991868,198639,0.2,2,0.15,0.2,1,1,0,0,0.89,0.82,5,0.0,0.39,2,0,0
26,business,medium,urban,671,0.43,3,1,798521,45939,0.06,2,0.04,1.9,1,2,0,0,0.83,0.21,3,22.6,0.37,1,0,0
57,salaried,low,urban,706,0.34,5,2,369219,56799,0.15,1,0.01,2.3,0,1,0,0,0.82,0.29,3,100.2,0.16,1,1,1
68,salaried,medium,urban,811,0.5,8,1,695623,141695,0.2,2,0.11,3.1,0,4,1,0,0.97,0.41,14,0.0,0.6,0,0,0
33,self_employed,high,rural,593,0.35,5,0,1467491,59889,0.04,1,0.06,1.7,0,2,0,0,0.83,0.31,4,28.8,0.0,0,0,0
48,business,low,urban,682,0.49,2,0,305406,217409,0.71,0,0.08,0.0,2,4,0,0,0.93,0.47,12,0.0,0.54,1,0,0
25,student,high,urban,783,0.25,7,1,1256727,321596,0.26,0,0.06,3.8,1,1,0,0,0.67,0.28,12,36.0,0.39,0,0,0
33,salaried,medium,urban,603,0.27,6,2,736186,187264,0.25,2,0.32,2.8,0,1,0,0,0.68,0.18,18,52.9,0.48,0,0,0
37,student,medium,urban,639,0.2,5,1,698856,142578,0.2,1,0.09,2.8,0,1,0,0,0.76,0.35,4,83.2,0.22,0,0,0
60,self_employed,medium,urban,556,0.28,5,0,691867,5000,0.01,2,0.43,0.8,1,4,0,0,0.57,0.32,13,0.0,0.18,0,0,0
65,self_employed,high,urban,836,0.5,3,1,1636869,215523,0.13,0,0.22,1.4,0,4,0,0,0.87,0.4,14,83.4,0.19,0,0,0
52,salaried,low,urban,525,0.22,7,0,392071,84924,0.22,2,0.27,1.2,1,1,0,0,0.72,0.17,17,49.0,0.5,0,0,0
49,salaried,low,urban,735,0.05,7,2,313151,140504,0.45,2,0.28,0.9,1,1,0,0,0.81,0.38,7,0.0,0.36,0,0,0
23,self_employed,high,rural,587,0.29,7,0,1541601,91465,0.06,3,0.1,0.4,0,2,0,0,0.8,0.53,16,53.0,0.09,3,0,0
60,self_employed,medium,urban,606,0.17,3,2,628826,154174,0.25,0,0.64,2.1,0,3,0,0,0.77,0.0,17,42.4,0.29,2,0,0
54,salaried,low,rural,754,0.27,5,0,306964,205168,0.67,1,0.1,2.5,2,2,0,0,0.68,0.26,7,84.5,0.3,1,1,0
60,self_employed,medium,urban,628,0.67,6,1,748936,228380,0.3,4,0.13,2.3,0,3,0,0,0.91,0.1,13,0.0,0.57,1,1,0
47,student,medium,rural,725,0.22,5,1,480353,306041,0.64,0,0.5,0.6,0,3,0,0,0.93,0.43,4,0.0,0.0,3,0,0
33,business,medium,urban,776,0.45,5,1,826669,155290,0.19,3,0.2,0.6,0,1,0,0,0.92,0.27,17,0.0,0.31,1,0,0
65,student,low,urban,694,0.34,4,0,408415,153244,0.38,2,0.21,1.9,2,4,0,1,0.82,0.13,6,0.0,0.41,3,0,0
53,salaried,medium,urban,742,0.41,5,1,615589,328238,0.53,1,0.19,2.1,1,1,0,0,0.83,0.16,17,25.4,0.0,1,1,0
26,salaried,low,urban,685,0.27,5,2,273769,285573,1.04,3,0.57,1.6,2,1,0,0,0.69,0.6,18,27.2,0.02,2,0,1
44,business,medium,urban,688,0.52,5,1,817765,334767,0.41,1,0.31,0.8,0,2,1,0,0.82,0.22,18,0.0,0.24,1,0,0
39,salaried,high,urban,635,0.41,5,0,1149254,292601,0.25,0,0.34,2.3,0,3,0,0,0.81,0.26,15,70.4,0.0,2,0,0
36,salaried,medium,rural,815,0.42,6,0,752501,472221,0.63,0,0.52,2.4,1,2,0,0,0.88,0.34,14,75.1,0.18,4,0,0
60,salaried,low,urban,731,0.36,6,0,321461,269351,0.84,0,0.17,1.9,0,1,0,0,0.75,0.06,23,0.0,0.15,3,1,0
48,salaried,low,rural,716,0.54,3,0,228863,52116,0.23,1,0.19,0.7,0,3,0,0,0.85,0.44,10,9.6,0.49,0,1,0
53,salaried,medium,urban,733,0.43,11,0,657223,269315,0.41,2,0.13,0.6,2,2,0,0,0.81,0.02,1,67.6,0.33,2,1,0
68,salaried,medium,rural,632,0.41,2,2,658111,224559,0.34,0,0.06,2.5,0,2,0,0,0.93,0.41,6,57.8,0.63,0,0,0
61,salaried,medium,urban,745,0.45,4,2,628282,135513,0.22,1,0.32,0.9,0,2,0,0,1.0,0.12,20,0.0,0.41,0,1,0
33,salaried,medium,urban,788,0.09,5,0,805713,123115,0.15,1,0.05,0.9,0,1,0,0,0.94,0.25,0,108.1,0.61,1,1,0
63,self_employed,medium,urban,583,0.38,3,1,712460,159330,0.22,3,0.1,1.6,0,4,1,0,0.84,0.47,4,0.0,0.24,0,0,0
65,self_employed,low,urban,717,0.34,4,1,213713,5000,0.02,0,0.14,0.9,0,4,0,0,0.81,0.11,14,5.8,0.7,1,0,0
45,self_employed,low,urban,684,0.53,6,1,258919,5000,0.02,1,0.12,2.1,2,1,0,0,0.9,0.21,18,93.9,0.0,0,0,0
62,salaried,low,urban,643,0.24,4,0,261815,189624,0.72,0,0.64,1.3,0,3,0,0,0.64,0.16,6,45.9,0.0,0,1,0
56,salaried,low,rural,603,0.38,8,0,357404,120572,0.34,3,0.24,0.7,0,3,1,0,0.79,0.34,16,13.5,0.2,1,1,0
47,self_employed,medium,rural,753,0.64,3,1,873661,113852,0.13,1,0.32,1.3,0,3,0,0,0.89,0.03,6,149.1,0.71,3,1,0
58,self_employed,high,urban,694,0.35,5,2,1615618,138460,0.09,2,0.2,0.5,0,2,0,0,0.72,0.15,23,13.8,0.52,2,0,0
27,self_employed,medium,rural,665,0.15,8,0,712348,5000,0.01,3,0.23,0.7,1,3,1,0,0.84,0.31,18,0.0,0.15,0,0,0
25,salaried,low,rural,717,0.68,5,1,253876,268856,1.06,0,0.1,0.8,0,1,0,0,0.93,0.65,14,0.0,0.0,1,0,1
63,student,low,rural,671,0.24,2,0,234385,143978,0.61,1,0.16,2.1,1,4,1,0,0.93,0.3,23,124.1,0.0,3,0,0
65,salaried,low,urban,630,0.19,4,2,363608,184575,0.51,2,0.34,1.8,0,1,0,0,0.7,0.22,14,0.0,0.24,1,1,0
51,self_employed,low,urban,689,0.2,4,0,377637,292835,0.78,1,0.17,0.1,0,4,0,0,0.71,0.2,16,105.7,0.13,3,1,0
43,self_employed,medium,urban,678,0.46,3,1,562197,138691,0.25,1,0.49,1.0,1,1,0,0,0.79,0.65,23,18.8,0.43,0,0,0
62,self_employed,medium,urban,555,0.54,5,0,685523,286716,0.42,1,0.46,0.3,3,2,0,1,0.96,0.43,13,147.4,0.55,0,0,0
30,salaried,low,urban,635,0.61,8,1,264638,223590,0.84,1,0.1,0.6,0,4,1,0,0.79,0.03,2,73.0,0.28,1,0,0
