event_id,event_timestamp,insurance_type,region,policy_tier,event_channel,verification_mode,claim_stage,customer_age,annual_income,premium_amount,policy_duration_months,event_amount,historical_event_count,account_tenure_days,event_delay_days,supporting_doc_count,external_reference_score,geo_risk_index,behavioral_score,payment_irregularity_count,prior_escalations,digital_activity_score,asset_value_estimate,coverage_utilization_ratio,co_participant_count,network_trust_score,anomaly_indicator,historical_avg_amount,amount_deviation_ratio,response_latency_seconds,device_switch_count,profile_update_frequency,third_party_involvement,investigation_flag,sentiment_score,document_complexity_score,fraud_outcome,fraud_probability_percent
2078,18-02-2025 07:26,life,south,basic,agent,auto,investigating,64,1941824,62593,72,280139,0,2217,84,7,0.48,0.53,23.1,1,1,27.8,317773,1.08,0,0.38,1,191400,1.46,154,1,2,0,0,0.5,0.49,0,31
2079,18-02-2025 07:38,home,east,premium,agent,auto,submitted,38,470426,28580,38,239001,1,1174,49,3,0.01,0.65,96.6,1,0,16.7,143014,1.2,2,0.81,0,294770,0.81,258,3,1,0,0,0.76,0.97,0,14
2080,18-02-2025 07:55,home,central,basic,mobile_app,auto,under_review,60,1680190,63550,92,32477,2,948,50,6,0.24,0.61,54.4,0,0,46.3,276092,0.6,1,0.33,0,129694,0.25,206,1,0,0,0,-0.53,0.38,1,84
2081,18-02-2025 08:01,life,east,premium,web,hybrid,approved,63,343773,31218,109,194636,2,3579,63,1,0.35,0.28,20,0,1,65.4,341474,0.44,1,0.92,1,183291,1.06,54,0,0,1,0,0.72,0.76,0,52
2082,18-02-2025 08:15,life,east,basic,agent,manual,under_review,71,1551371,63829,90,410270,2,2753,34,9,0.02,0.82,99,1,0,94.7,709617,0.59,1,0.7,0,189163,2.17,280,1,0,0,0,-0.03,0.7,0,55
2083,18-02-2025 08:31,business,east,standard,web,hybrid,approved,45,1407551,12405,114,44896,1,629,39,0,0.77,0.19,70.6,0,0,42.3,359157,0.93,1,0.89,1,25808,1.74,43,1,0,1,1,0.14,0.63,0,31
2084,18-02-2025 08:41,warranty,central,premium,web,hybrid,investigating,68,1332552,44560,34,354643,0,3099,49,3,0.74,0.21,2.2,0,0,58.8,298977,1.3,3,0.65,0,17353,20.44,130,1,1,0,0,0.91,0.64,1,94
2085,18-02-2025 08:52,warranty,north,premium,web,auto,submitted,30,445941,8751,8,77399,1,2939,54,2,0.83,0.77,55.4,1,1,30.2,522766,0.51,1,0.44,0,15590,4.96,17,0,0,0,0,-0.9,0.11,1,74
2086,18-02-2025 09:06,vehicle,north,premium,web,auto,rejected,42,863468,69591,108,133728,2,3566,37,8,0.97,0.41,40.3,1,1,68.3,629826,0.72,3,0.23,0,110406,1.21,132,3,0,1,0,-0.47,1,0,22
2087,18-02-2025 09:19,agriculture,north,premium,branch,auto,approved,46,714290,58674,51,251685,1,3618,42,4,0.72,0.36,34.5,0,0,15.8,111165,1.27,1,0.26,0,215543,1.17,189,0,1,0,0,-0.98,0.18,0,39
2088,18-02-2025 09:24,agriculture,north,premium,agent,hybrid,approved,72,1315643,49812,107,487996,2,1384,87,2,0.01,0.44,74.4,0,0,79,572323,0.89,3,0.9,0,184775,2.64,134,2,0,0,0,0.16,0.46,0,62
2089,18-02-2025 09:39,life,west,standard,agent,auto,approved,56,736179,7658,18,299841,0,1724,78,2,0.16,0.56,24,0,1,84.7,77240,0.67,1,0.32,0,176513,1.7,130,1,0,0,0,-0.36,0.88,0,22
2090,18-02-2025 09:51,education,north,basic,mobile_app,manual,approved,69,1953424,19346,48,397135,2,3519,77,7,0.93,0.29,4.3,0,1,38,531075,1.09,1,0.24,0,64499,6.16,79,2,0,1,0,0.9,0.62,1,82
2091,18-02-2025 10:08,business,central,basic,web,auto,investigating,67,1497115,41456,9,105545,3,2285,82,8,0.4,0.72,70.6,0,0,55.7,650768,0.96,1,0.44,0,55450,1.9,193,0,0,1,0,1,0.12,0,28
2092,18-02-2025 10:20,home,central,premium,branch,manual,approved,49,1191463,12800,67,151330,1,3932,7,3,0.96,0.26,45.4,0,1,42.4,941680,1.38,2,0.57,1,16675,9.07,75,0,1,1,0,-0.35,0.24,1,68
2093,18-02-2025 10:27,home,west,premium,web,manual,submitted,58,1151564,47578,93,209235,4,3607,86,5,0.79,0.17,71.2,2,1,87.2,175832,0.55,2,0.7,0,202392,1.03,132,0,1,0,0,-0.78,0.73,0,51
2094,18-02-2025 10:43,health,central,basic,branch,auto,under_review,73,335680,24100,61,334650,3,1322,29,2,0.18,0.73,10.2,0,0,67.2,332097,0.39,2,0.47,0,65596,5.1,167,0,2,1,0,-0.03,0.32,1,66
2095,18-02-2025 10:51,home,south,standard,agent,auto,approved,53,1106412,76014,106,214999,0,840,32,4,0.16,0.64,28.8,0,0,53.3,323862,1.13,3,0.87,1,173963,1.24,247,1,1,1,0,0.25,0.22,0,39
2096,18-02-2025 11:05,agriculture,central,basic,agent,manual,approved,24,1832956,44972,68,97939,2,963,23,4,0.4,0.25,21.2,1,0,45.8,216349,0.53,2,0.21,0,271538,0.36,102,2,2,0,0,-0.96,0.91,0,70
2097,18-02-2025 11:15,vehicle,south,premium,mobile_app,auto,submitted,42,1171425,41696,95,96172,3,3137,45,3,0.09,0.26,78.9,1,0,94,662408,1.44,0,0.83,0,157422,0.61,172,0,0,0,0,0.8,0.11,0,28
2098,18-02-2025 11:29,agriculture,south,standard,branch,auto,under_review,66,774803,32842,31,482721,2,3830,86,3,0.75,0.88,96.6,0,0,27.1,386721,1.31,1,0.77,0,166102,2.91,101,1,0,1,0,0.45,0.72,0,44
2099,18-02-2025 11:43,agriculture,north,premium,branch,hybrid,under_review,59,341638,75605,24,147930,3,2191,32,0,0.06,0.28,79.9,0,0,71.1,403331,1.24,2,0.41,0,153470,0.96,110,0,0,0,0,-0.15,0.43,0,38
2100,18-02-2025 11:52,vehicle,central,premium,branch,manual,under_review,54,205878,5705,71,99994,2,1107,35,5,0.81,0.37,47.8,0,0,80.3,120089,0.13,3,0.35,1,14706,6.8,32,1,1,1,0,0.34,0.74,1,73
2101,18-02-2025 12:05,vehicle,north,premium,mobile_app,manual,under_review,18,1739494,62915,97,113273,3,529,87,9,0.87,0.72,89.5,0,0,54.2,449067,0.45,3,0.57,0,39185,2.89,159,0,1,1,1,0.53,0.96,0,34
2102,18-02-2025 12:15,home,west,standard,agent,auto,investigating,60,1111798,36179,9,164273,4,197,15,9,0.09,0.84,9.9,1,1,38.6,596693,0.56,2,0.74,1,245127,0.67,197,0,0,0,0,0.54,0.4,0,47
2103,18-02-2025 12:31,vehicle,east,standard,branch,auto,submitted,47,1635217,52305,36,380508,2,3880,87,1,0.08,0.68,72.2,2,1,10.8,929510,0.7,0,0.84,1,188240,2.02,260,2,0,1,0,0.37,0.43,1,92
2104,18-02-2025 12:43,health,east,premium,mobile_app,auto,investigating,67,,18988,72,401268,0,3672,69,0,0.22,0.85,22.4,0,0,59.3,295590,1.11,0,0.27,0,278086,1.44,75,2,0,0,0,-0.74,0.44,0,57
2105,18-02-2025 12:49,life,north,premium,agent,manual,under_review,63,1804565,26562,30,137352,2,114,33,8,0.62,0.87,44.9,0,0,70.9,795419,0.5,1,0.84,0,78655,1.75,38,0,1,0,0,-0.87,0.66,0,60
2106,18-02-2025 13:08,business,central,premium,branch,hybrid,investigating,60,1039845,7796,46,40309,1,2090,71,7,0.28,0.26,73.9,0,0,76,303639,1.36,1,0.89,0,124368,0.32,52,0,0,0,0,0.31,0.7,0,9
2107,18-02-2025 13:14,home,north,standard,web,auto,investigating,33,1306843,10736,47,67492,1,169,83,0,0.43,0.25,16.2,0,1,89.5,78889,1.17,2,0.37,0,258610,0.26,286,0,0,1,1,-0.37,0.88,0,60
2108,18-02-2025 13:31,life,south,basic,agent,manual,approved,71,1831511,47026,71,212743,0,850,57,3,0.3,0.38,41.1,1,0,72.5,528916,1.05,2,0.73,0,171543,1.24,260,1,2,0,0,0.22,0.7,0,27
2109,18-02-2025 13:42,education,west,standard,mobile_app,auto,under_review,20,1578903,72512,9,440886,1,3786,34,1,0.89,0.55,83,1,0,28.1,683945,1.07,1,0.72,1,81500,5.41,116,0,1,0,0,-0.92,0.87,1,98
2110,18-02-2025 13:53,agriculture,east,basic,mobile_app,auto,submitted,24,1880129,22312,94,171140,3,2100,47,1,0.93,0.53,83.2,4,1,48.4,473152,0.11,0,0.57,1,190424,0.9,17,1,0,1,0,0.97,0.23,0,31
2111,18-02-2025 14:02,agriculture,south,standard,agent,hybrid,approved,49,353745,5852,41,44058,1,2724,18,6,0.5,0.52,36.5,0,1,18.3,442025,1.03,1,0.26,0,294146,0.15,205,2,0,0,0,-0.32,0.26,0,54
2112,18-02-2025 14:20,agriculture,west,standard,mobile_app,hybrid,approved,19,469292,40453,58,76720,1,2744,43,2,0.55,0.84,86.1,0,0,13,452077,0.25,2,0.83,0,289347,0.27,279,0,0,1,0,-0.24,0.95,0,25
2113,18-02-2025 14:25,health,east,premium,branch,manual,submitted,30,1836473,19176,91,425690,1,3656,26,8,0.49,0.41,70,1,2,57.2,628209,0.5,1,0.58,0,82372,5.17,103,1,1,0,0,-0.07,0.95,1,75
2114,18-02-2025 14:38,life,west,basic,agent,manual,submitted,68,1097547,50715,28,169347,3,2628,88,0,0.94,0.88,29,0,0,27.4,483736,0.66,3,0.39,0,200396,0.85,39,1,0,0,0,-0.5,0.11,0,36
2115,18-02-2025 14:48,home,north,premium,agent,hybrid,approved,35,1770336,62341,64,32549,0,401,63,8,0.87,0.49,58.8,1,0,79.1,249443,0.16,1,0.32,0,15943,2.04,184,0,0,1,0,0.74,0.66,1,70
2116,18-02-2025 15:00,life,south,premium,web,hybrid,rejected,21,1411645,54476,20,137558,0,549,62,4,0.04,0.7,2.3,0,0,27.1,120706,0.13,2,0.92,0,25400,5.42,27,2,1,1,0,0.15,0.66,1,72
2117,18-02-2025 15:19,home,south,basic,mobile_app,manual,investigating,57,1908135,35441,39,471746,1,823,3,6,0.92,0.62,44.8,1,0,51.1,165897,1.43,1,0.46,1,8954,52.68,82,0,1,1,0,-0.64,0.89,1,91
2118,18-02-2025 15:24,health,south,premium,mobile_app,auto,under_review,69,1707382,23437,45,250652,2,974,40,0,0.92,0.51,57.4,0,0,51.6,77828,0.22,1,0.82,0,54709,4.58,291,1,0,0,0,0.66,0.98,1,66
2119,18-02-2025 15:44,business,east,standard,web,hybrid,rejected,60,1277641,70900,45,250720,1,460,32,5,0.34,0.85,57.3,0,0,37.9,117293,0.37,1,0.49,0,153261,1.64,164,1,0,0,1,0.91,0.96,0,40
2120,18-02-2025 15:55,education,west,basic,mobile_app,manual,under_review,46,251675,71636,23,79522,4,3204,89,0,0.1,0.25,59.2,0,0,41,165191,0.59,0,0.39,0,76170,1.04,178,1,2,0,1,-0.55,0.5,0,51
2121,18-02-2025 16:06,health,east,basic,mobile_app,hybrid,under_review,63,248578,69019,118,411621,2,1448,12,1,0.7,0.68,37.6,0,0,58.2,891156,1.27,0,0.29,1,40681,10.12,48,0,1,0,0,-0.11,0.66,1,72
2122,18-02-2025 16:18,vehicle,central,standard,mobile_app,auto,rejected,56,1312312,11174,6,375244,2,1492,87,3,0.26,0.52,92.2,0,0,94.2,107144,0.34,3,0.36,0,250684,1.5,247,0,0,0,0,0.34,0.33,0,31
2123,18-02-2025 16:29,agriculture,south,basic,web,hybrid,submitted,60,330269,67885,107,480235,2,866,24,4,0.95,0.17,92.1,0,0,78.9,734203,0.93,1,0.65,0,116543,4.12,171,0,0,0,1,0.83,0.25,1,62
2124,18-02-2025 16:38,health,central,basic,branch,hybrid,submitted,20,786200,13214,37,94417,2,3468,72,4,0.4,0.45,69.2,0,0,29.8,106861,0.22,2,0.21,0,242465,0.39,291,2,2,1,0,0.02,0.93,0,22
2125,18-02-2025 16:49,warranty,central,premium,web,manual,approved,34,220842,75347,75,160710,2,1344,24,4,0.01,0.58,94,0,0,18.2,263760,1.22,1,0.52,0,117595,1.37,158,2,0,0,0,0.03,0.82,0,8
2126,18-02-2025 17:03,life,central,standard,web,hybrid,under_review,66,404039,60194,29,466210,2,3870,33,0,0.74,0.22,,1,1,19.9,284767,0.87,3,0.38,1,47974,9.72,123,0,1,0,0,0.83,0.38,1,74
2127,18-02-2025 17:18,home,east,basic,mobile_app,auto,investigating,60,1781196,12054,82,452507,2,1075,69,7,0.62,0.89,72,2,0,53.9,846565,0.93,3,0.25,0,220366,2.05,23,2,0,0,0,-0.93,0.89,0,56
2128,18-02-2025 17:31,education,east,basic,mobile_app,hybrid,under_review,62,1421595,74416,8,363604,3,3775,84,4,0.04,0.49,40.4,0,0,92.7,196914,1.28,2,0.85,0,104287,3.49,263,0,1,1,0,-0.2,0.93,0,14
2129,18-02-2025 17:36,warranty,south,basic,mobile_app,auto,under_review,34,303634,68776,114,383300,1,982,72,3,0.1,0.31,97.5,1,0,29.8,715069,0.89,1,0.32,0,23342,16.42,20,2,0,0,0,-0.07,0.69,1,96
2130,18-02-2025 17:48,business,west,basic,web,hybrid,under_review,56,1376437,27697,109,406397,0,1097,20,3,0.58,0.43,79.3,0,0,23.2,137043,0.61,2,0.94,1,184806,2.2,250,2,0,0,0,-0.33,0.1,0,11
2131,18-02-2025 18:06,business,west,basic,agent,hybrid,investigating,56,374652,10730,85,124511,2,38,40,0,0.6,0.56,55.1,1,1,90.7,815692,1.36,2,0.54,0,200134,0.62,145,0,0,0,0,0.25,0.57,0,30
2132,18-02-2025 18:20,vehicle,central,standard,agent,manual,approved,40,1266059,29874,60,458063,0,2582,3,8,0.13,0.47,50.2,0,0,40.1,831797,1.12,2,0.75,1,67162,6.82,265,0,0,0,0,0.96,0.2,1,100
2133,18-02-2025 18:27,agriculture,central,standard,branch,auto,approved,43,1330514,72805,30,317449,2,679,85,6,0.09,0.25,15.8,0,1,70,116638,0.75,0,0.46,0,120722,2.63,141,0,0,0,0,0.83,0.67,0,31
2134,18-02-2025 18:38,life,central,premium,branch,manual,rejected,70,940255,74481,11,292413,1,2890,79,8,0.58,0.73,0.5,0,1,63.4,949666,0.35,3,0.3,0,288640,1.01,171,0,0,1,0,-0.52,0.19,0,10
2135,18-02-2025 18:55,life,south,basic,mobile_app,manual,under_review,29,923432,61014,6,233752,1,1330,20,4,0.91,0.82,74,1,0,27.8,563781,0.63,3,0.91,0,268835,0.87,195,0,3,1,0,0.61,0.65,1,92
2136,18-02-2025 19:06,life,central,basic,branch,manual,approved,68,1813491,41058,21,75378,3,1909,25,9,0.22,0.74,87.5,2,0,31.1,360585,1.36,1,0.6,1,128989,0.58,7,1,1,0,0,0.34,0.65,0,60
2137,18-02-2025 19:16,agriculture,north,standard,branch,manual,approved,60,1299729,62851,9,288194,0,2383,9,1,0.93,0.51,75.4,0,0,10.9,850818,0.52,2,0.78,0,202862,1.42,66,1,0,0,0,0.89,0.64,0,50
2138,18-02-2025 19:24,health,central,premium,branch,auto,rejected,48,1661167,58770,17,107263,4,1680,27,7,0.34,0.23,64.6,1,0,41.6,903972,0.91,1,0.22,0,267195,0.4,200,1,2,0,0,-0.56,0.29,0,68
2139,18-02-2025 19:42,home,central,premium,mobile_app,auto,rejected,64,1577290,65698,58,335935,0,3845,41,0,0.34,0.84,3.4,0,1,33.3,315385,0.15,0,0.55,0,232833,1.44,105,1,0,1,0,-0.78,0.83,0,39
2140,18-02-2025 19:51,health,north,premium,mobile_app,hybrid,investigating,27,1693591,56742,27,381213,2,2248,30,6,0.07,0.53,74.5,0,1,46.4,103266,0.91,0,0.78,0,120516,3.16,112,0,0,0,0,0.01,0.88,0,46
2141,18-02-2025 20:08,warranty,west,premium,agent,hybrid,submitted,38,338025,76580,92,350328,1,3585,67,7,0.51,0.89,29.6,2,0,56,669299,0.94,2,0.4,0,151969,2.31,280,0,0,0,0,1,0.72,0,35
2142,18-02-2025 20:12,home,north,basic,branch,manual,investigating,34,1597410,36241,81,402197,1,2948,10,3,0.25,0.69,87.4,0,0,24,846509,1.02,3,0.63,0,143205,2.81,211,2,0,1,0,0.42,0.91,0,63
2143,18-02-2025 20:28,warranty,north,basic,agent,auto,submitted,52,629751,59733,119,480956,0,1165,17,4,0.59,0.24,90.1,3,0,18.2,100589,0.88,3,0.83,0,289752,1.66,39,2,0,1,0,0.33,0.12,0,62
2144,18-02-2025 20:38,education,west,standard,mobile_app,manual,submitted,48,1305107,60965,116,96336,2,3246,0,9,0.76,0.35,84.2,1,1,88.9,717665,0.12,1,0.95,0,25450,3.79,269,1,0,0,0,0,0.57,1,84
2145,18-02-2025 20:49,agriculture,east,basic,mobile_app,hybrid,investigating,73,1254580,11711,54,218703,0,1598,26,9,0.97,0.38,32.8,1,0,47.5,567386,0.34,0,0.51,0,16577,13.19,79,2,0,0,0,0.1,0.14,1,79
2146,18-02-2025 21:07,health,east,premium,mobile_app,auto,rejected,63,1866493,56676,109,77596,1,1110,58,3,0.27,0.28,71.3,1,0,94.2,573476,1,0,0.34,1,195264,0.4,165,0,1,1,0,0.27,0.11,0,32
2147,18-02-2025 21:14,business,south,premium,web,manual,under_review,55,776405,48625,46,378864,1,3892,15,8,0.51,0.86,32.7,0,0,32.3,806352,1.35,3,0.69,0,236877,1.6,141,2,1,1,0,-0.05,0.69,0,19
2148,18-02-2025 21:31,home,east,basic,agent,hybrid,under_review,28,768865,73800,59,314691,1,3474,62,4,0.05,0.34,48.1,1,0,69.9,241584,0.61,2,0.68,0,210795,1.49,130,0,0,0,0,-0.49,0.71,0,58
2149,18-02-2025 21:43,life,east,standard,agent,hybrid,approved,56,660325,8245,108,143725,0,2166,40,1,0.98,0.27,30.8,1,0,55.9,69144,0.56,0,0.55,0,153259,0.94,241,0,1,1,0,-0.7,0.74,0,63
2150,18-02-2025 21:51,health,east,premium,agent,hybrid,approved,33,1894633,7001,95,263108,0,344,79,5,0.22,0.45,60.6,0,0,23.9,278064,1.19,2,0.61,0,261491,1.01,15,0,0,0,0,0.25,0.83,0,27
2151,18-02-2025 22:01,life,south,premium,branch,manual,investigating,37,708356,18421,14,21210,0,1301,81,6,0.13,0.15,59.4,1,2,47.3,265450,1.41,0,0.22,1,108977,0.19,183,0,0,0,0,-0.78,0.21,1,90
2152,18-02-2025 22:14,education,west,standard,web,auto,approved,35,1059202,69096,113,426052,2,545,73,9,0.88,0.81,35.6,0,1,21.6,648220,0.42,1,0.34,1,121838,3.5,221,0,1,0,0,0.5,0.39,1,70
2153,18-02-2025 22:27,warranty,west,premium,branch,hybrid,rejected,56,1250843,68014,111,338510,0,3906,11,3,0.04,0.19,73.9,0,0,10.7,733598,0.54,0,0.46,0,209040,1.62,268,1,1,1,0,0.23,0.42,0,18
2154,18-02-2025 22:41,life,south,basic,agent,auto,rejected,68,1548122,9612,19,225883,1,2215,13,9,0.89,0.68,73.8,0,1,92.1,457043,1.09,2,0.53,0,45520,4.96,273,1,0,1,0,-0.53,0.83,1,88
2155,18-02-2025 22:54,business,east,basic,branch,manual,approved,60,1910594,72861,111,74465,1,3925,4,5,0.7,0.45,96,1,1,24.2,877242,1.17,1,0.21,0,173364,0.43,72,1,1,1,0,-0.18,0.91,0,10
2156,18-02-2025 23:02,home,west,premium,branch,hybrid,rejected,59,1810757,31779,11,420646,1,3700,,9,0.63,0.85,24.6,2,1,84.2,302094,1.1,0,0.86,0,91663,4.59,200,0,1,0,0,-0.69,0.22,1,59
2157,18-02-2025 23:17,home,east,premium,mobile_app,hybrid,under_review,65,1794777,61215,96,416216,1,1871,82,5,0.04,0.28,88.9,0,0,70.2,508726,1.05,2,0.47,0,24912,16.71,290,1,0,0,0,-0.09,0.76,1,94
2158,18-02-2025 23:25,education,central,premium,branch,hybrid,approved,25,1393777,67812,76,399159,0,1632,87,9,0.67,0.27,71.7,1,1,70.2,517385,0.99,3,0.27,0,286115,1.4,222,1,0,1,0,0.6,0.96,0,18
2159,18-02-2025 23:41,education,central,premium,agent,hybrid,investigating,57,632728,71087,28,152843,2,132,70,2,0.17,0.71,96.6,0,2,29,485157,0.4,0,0.95,1,166527,0.92,87,0,0,0,0,0.42,0.97,0,40
2160,18-02-2025 23:49,education,west,basic,web,manual,rejected,67,1233942,75333,43,470843,0,1722,51,4,0.85,0.52,60.1,1,1,27.4,65162,0.25,2,0.56,0,270953,1.74,137,0,0,0,0,-0.47,0.98,0,29
2161,19-02-2025 00:04,health,central,standard,branch,hybrid,investigating,40,984325,27641,48,289029,2,2885,34,6,0.98,0.81,16.4,0,0,26.3,553025,0.62,2,0.46,0,170697,1.69,209,1,0,0,0,0.77,0.34,0,57
2162,19-02-2025 00:20,agriculture,north,basic,web,auto,investigating,63,1476568,42870,39,203418,1,3387,18,4,0.92,0.31,10.5,0,0,19.2,239536,0.68,0,0.79,0,200464,1.01,231,0,1,0,0,0.68,0.6,0,2
2163,19-02-2025 00:27,vehicle,east,premium,web,hybrid,under_review,63,982626,12205,114,436919,3,1924,89,9,0.27,0.69,54.3,2,1,14.7,347626,1.07,1,0.25,0,78991,5.53,66,0,0,1,0,0.45,0.78,1,60
2164,19-02-2025 00:41,business,west,basic,agent,auto,investigating,51,1285835,29704,115,342991,2,1498,89,8,0.25,0.46,29,0,1,64.8,306313,0.11,2,0.45,0,221699,1.55,181,0,0,0,0,0.06,0.77,0,22
2165,19-02-2025 00:50,warranty,east,basic,branch,hybrid,submitted,60,469823,11040,115,225093,3,3271,66,3,0.87,0.71,10.3,1,0,39.2,86722,1.23,0,0.31,0,280692,0.8,296,0,1,0,0,0.28,0.2,0,56
2166,19-02-2025 01:05,life,central,standard,agent,manual,approved,25,1591328,54227,71,88576,2,3268,19,2,0.06,0.45,3.5,0,2,36.4,638968,1.14,0,0.2,0,30301,2.92,133,1,0,1,0,0.73,0.28,0,72
2167,19-02-2025 01:16,education,central,premium,agent,manual,under_review,60,1666458,68966,112,281969,0,3034,13,9,0.25,0.89,34.7,1,0,65.6,573407,1.42,2,0.26,0,25715,10.96,246,2,2,1,0,0.4,0.35,1,74
2168,19-02-2025 01:28,health,south,basic,mobile_app,hybrid,approved,18,790978,52304,102,496874,4,149,32,7,0.29,0.43,46.4,1,0,28.7,510386,0.83,0,0.77,0,283977,1.75,2,1,0,0,0,-0.59,0.6,0,18
2169,19-02-2025 01:38,life,south,premium,agent,hybrid,investigating,57,1394647,20683,64,255847,2,2269,44,2,0.67,0.22,42.3,1,0,10.6,949354,1.2,2,0.42,0,170578,1.5,18,0,0,1,0,0.19,0.61,0,29
2170,19-02-2025 01:55,life,west,standard,agent,hybrid,rejected,29,1034403,57786,43,247906,2,2713,19,4,0.13,0.24,84.7,0,0,44.9,333762,1.44,2,0.83,1,85268,2.91,224,0,0,0,0,0.89,0.43,0,62
2171,19-02-2025 02:08,warranty,central,basic,agent,manual,investigating,56,1552015,29343,26,231154,1,1593,58,5,0.93,0.72,36,0,2,51,159120,0.59,3,0.59,0,159935,1.45,280,2,0,0,0,-0.26,0.65,0,43
2172,19-02-2025 02:16,home,west,standard,branch,hybrid,investigating,68,771199,8406,18,230749,3,768,50,9,0.33,0.76,65.9,1,1,17.4,673282,0.43,1,0.58,0,198871,1.16,293,4,0,0,0,-0.49,0.35,1,58
2173,19-02-2025 02:28,home,west,standard,web,hybrid,approved,26,1806537,63940,81,308417,4,2931,10,3,0.61,0.41,21.1,2,0,67,771521,0.86,0,0.79,0,72586,4.25,58,0,0,1,0,0.64,0.67,1,65
2174,19-02-2025 02:40,life,north,premium,web,auto,under_review,56,1662483,59706,104,22112,3,153,53,6,0.72,0.73,53.9,1,1,77.6,771336,0.32,1,0.51,0,204089,0.11,283,2,0,0,0,-0.89,0.42,0,17
2175,19-02-2025 02:56,agriculture,south,standard,agent,auto,approved,22,1080762,55196,49,498401,1,2806,4,1,0.86,0.29,47.9,0,0,67.7,731134,1.07,1,0.89,0,134308,3.71,90,0,0,0,0,0.97,0.93,0,36
2176,19-02-2025 03:01,education,west,standard,agent,manual,submitted,23,297709,16062,35,315646,2,3680,5,0,0.66,0.39,60.5,0,1,45.7,706058,0.62,3,0.38,0,89925,3.51,189,0,0,0,0,0.11,0.43,1,85
2177,19-02-2025 03:12,business,west,standard,web,auto,investigating,48,1593848,13114,83,380391,0,1195,9,6,0.3,0.85,96.8,0,1,91,943147,0.72,0,0.77,0,180702,2.11,207,0,0,0,0,-0.89,0.67,0,21
2178,19-02-2025 03:32,life,north,basic,web,hybrid,investigating,58,,58943,10,415862,1,1332,79,6,0.44,0.52,70.8,0,0,85.8,433333,1.16,2,0.46,0,221860,1.87,209,0,3,0,0,0.43,0.88,0,33
2179,19-02-2025 03:36,home,north,basic,branch,manual,under_review,53,592233,58343,111,203749,1,2299,85,6,0.29,0.51,34,0,0,60.5,958235,0.19,2,0.87,0,103008,1.98,27,0,0,0,0,0.89,0.32,0,16
2180,19-02-2025 03:53,education,south,standard,web,manual,under_review,21,1022290,40442,113,189826,0,454,59,2,0.05,0.54,88.2,0,0,67.9,55902,0.11,1,0.3,0,294431,0.64,160,2,0,0,0,-0.45,0.99,0,37
2181,19-02-2025 04:08,warranty,west,basic,mobile_app,hybrid,investigating,30,610724,48238,115,213548,1,2605,50,8,0.09,0.75,0.2,0,0,29.5,328298,0.72,3,0.76,0,299818,0.71,204,0,0,1,0,-0.42,0.84,0,46
2182,19-02-2025 04:18,business,west,standard,branch,hybrid,submitted,29,353218,32530,93,145938,0,1235,74,5,0.02,0.73,78.6,1,0,28.2,476886,1.03,3,0.86,0,131094,1.11,222,0,0,1,0,0.74,0.62,0,28
2183,19-02-2025 04:24,vehicle,east,basic,web,hybrid,rejected,37,231070,43286,82,248941,0,1177,7,3,0.45,0.88,11.6,1,2,30.7,198246,1.16,2,0.32,0,127156,1.96,90,1,0,0,0,0.82,0.49,0,62
2184,19-02-2025 04:37,education,north,standard,mobile_app,hybrid,submitted,26,1616378,56623,84,317659,1,3612,29,1,0,0.72,93,2,0,24.2,812626,0.31,2,0.64,1,251760,1.26,189,1,0,1,0,0.6,0.48,1,85
2185,19-02-2025 04:48,health,central,standard,web,manual,submitted,40,984669,49370,57,468932,2,3400,19,4,0.61,0.38,73.6,1,0,66.4,776979,1.09,2,0.23,0,144895,3.24,226,2,1,0,0,-0.01,0.4,0,65
2186,19-02-2025 05:05,health,south,standard,mobile_app,hybrid,rejected,53,411175,76396,99,177254,1,1936,68,8,0.95,0.74,12.2,0,0,35.5,160640,1.29,1,0.91,1,37454,4.73,250,1,1,0,0,-0.26,0.58,1,85
2187,19-02-2025 05:17,health,west,basic,mobile_app,manual,rejected,30,503800,77613,103,362821,2,3908,22,2,0.82,0.71,77.1,0,0,35.4,322609,0.76,0,0.88,1,274662,1.32,172,0,0,0,0,0.77,0.86,0,53
2188,19-02-2025 05:30,home,east,basic,mobile_app,hybrid,rejected,64,1230660,7573,109,112050,3,1024,55,8,0.18,0.27,31.7,0,0,73.9,454039,0.31,1,0.28,1,114832,0.98,14,1,1,0,0,-0.64,0.9,0,48
2189,19-02-2025 05:42,health,south,premium,mobile_app,auto,under_review,33,1725869,24978,92,17096,1,1655,66,4,0.74,0.64,70.1,0,0,12.9,425368,1.33,0,0.83,1,185203,0.09,90,2,0,0,0,0.04,0.12,0,51
2190,19-02-2025 05:54,life,north,basic,branch,auto,approved,60,350666,56432,114,129220,2,2108,1,6,0.03,0.48,24.4,3,0,71,593218,1.06,1,0.25,0,182753,0.71,198,0,1,0,0,-0.35,0.14,1,86
2191,19-02-2025 06:07,life,east,standard,agent,manual,under_review,24,888287,51323,104,60844,0,3784,48,9,0.96,0.32,20.3,0,1,71.5,368899,0.11,3,0.42,0,299302,0.2,68,3,1,0,1,-0.21,0.89,0,57
2192,19-02-2025 06:19,agriculture,south,standard,branch,hybrid,submitted,20,1677901,8724,36,292338,4,1536,79,2,0.91,0.74,54.2,1,0,15.2,735816,0.27,2,0.36,0,63246,4.62,93,0,0,0,0,-0.28,0.59,1,91
